Account_ID,Month,Region,Product,Credit_Band,Assigned_Collector,Origination_Balance,Outstanding_Balance,DPD_Bucket,Days_Past_Due,Contact_Attempts,Promise_to_Pay,Amount_Recovered
ACC-10233,2026-02,British Columbia,Auto Loan,Prime,M. Singh,3000,1049.88,Current,0,0,No,0.0
ACC-10234,2026-04,Alberta,Credit Card,Near-Prime,J. Tremblay,3000,1353.15,Current,0,0,No,0.0
ACC-10235,2026-03,Alberta,Line of Credit,Prime,L. Fontaine,5000,2234.59,Current,0,0,No,0.0
ACC-10236,2025-09,Atlantic,Credit Card,Subprime,K. Brar,8000,4880.84,61-90 DPD,70,2,No,0.0
ACC-10237,2026-07,British Columbia,Credit Card,Prime,L. Fontaine,12000,5716.99,Current,0,0,No,0.0
ACC-10238,2025-09,Ontario,Personal Loan,Prime,M. Singh,15000,4501.31,Current,0,0,No,0.0
ACC-10239,2026-04,Ontario,Personal Loan,Near-Prime,L. Fontaine,20000,9208.71,Current,0,1,No,0.0
ACC-10240,2025-12,Ontario,Auto Loan,Subprime,R. Osei,12000,5948.03,90+ DPD,103,4,No,4135.31
ACC-10241,2025-09,Alberta,Credit Card,Near-Prime,K. Brar,15000,5763.61,Current,0,0,No,0.0
ACC-10242,2026-06,Atlantic,Personal Loan,Near-Prime,J. Tremblay,15000,9361.07,Current,0,0,No,0.0
ACC-10243,2026-05,Alberta,Auto Loan,Subprime,M. Singh,12000,9587.03,Current,0,0,No,0.0
ACC-10244,2026-04,Alberta,Line of Credit,Near-Prime,A. Chen,12000,9810.68,Current,0,1,No,0.0
ACC-10245,2026-08,Ontario,Line of Credit,Prime,J. Tremblay,15000,11151.39,Current,0,0,No,0.0
ACC-10246,2026-02,Quebec,Personal Loan,Prime,R. Osei,8000,5227.79,Current,0,0,No,0.0
ACC-10247,2025-12,British Columbia,Personal Loan,Prime,L. Fontaine,5000,2415.01,1-30 DPD,3,2,No,2353.31
ACC-10248,2026-08,British Columbia,Auto Loan,Prime,J. Tremblay,5000,1267.35,1-30 DPD,21,2,Yes,674.82
ACC-10249,2026-07,British Columbia,Personal Loan,Prime,A. Chen,8000,5251.59,Current,0,1,No,0.0
ACC-10250,2026-07,Quebec,Credit Card,Prime,A. Chen,5000,1713.51,Current,0,0,No,0.0
ACC-10251,2026-06,Ontario,Auto Loan,Prime,J. Tremblay,8000,7151.44,1-30 DPD,24,2,Yes,3273.69
ACC-10252,2026-01,Ontario,Credit Card,Prime,M. Singh,5000,4445.87,Current,0,0,No,0.0
ACC-10253,2026-05,British Columbia,Credit Card,Near-Prime,J. Tremblay,5000,3415.34,61-90 DPD,78,4,No,0.0
ACC-10254,2026-02,British Columbia,Auto Loan,Prime,M. Singh,12000,6991.25,61-90 DPD,74,2,No,4277.8
ACC-10255,2026-08,Ontario,Credit Card,Subprime,R. Osei,15000,12990.01,1-30 DPD,4,5,Yes,0.0
ACC-10256,2025-10,British Columbia,Line of Credit,Near-Prime,J. Tremblay,15000,13261.73,1-30 DPD,16,3,No,9925.49
ACC-10257,2026-01,Ontario,Auto Loan,Near-Prime,L. Fontaine,20000,10641.38,Current,0,1,No,0.0
ACC-10258,2026-07,British Columbia,Personal Loan,Near-Prime,J. Tremblay,5000,2298.87,Current,0,0,No,0.0
ACC-10259,2026-07,Alberta,Personal Loan,Near-Prime,J. Tremblay,5000,3663.53,31-60 DPD,55,6,Yes,0.0
ACC-10260,2026-06,Quebec,Auto Loan,Subprime,J. Tremblay,15000,11818.07,1-30 DPD,10,3,Yes,0.0
ACC-10261,2025-11,Quebec,Credit Card,Prime,R. Osei,8000,4235.86,Current,0,3,No,0.0
ACC-10262,2026-05,Alberta,Auto Loan,Near-Prime,M. Singh,5000,3429.86,Current,0,0,No,0.0
ACC-10263,2025-11,British Columbia,Auto Loan,Near-Prime,M. Singh,20000,16747.71,Current,0,0,No,0.0
ACC-10264,2025-09,British Columbia,Credit Card,Near-Prime,M. Singh,15000,7254.11,Current,0,0,No,0.0
ACC-10265,2026-08,Ontario,Personal Loan,Near-Prime,L. Fontaine,8000,2684.1,Current,0,1,No,0.0
ACC-10266,2025-12,Ontario,Auto Loan,Prime,R. Osei,20000,14386.55,1-30 DPD,4,3,No,0.0
ACC-10267,2026-04,Ontario,Auto Loan,Near-Prime,R. Osei,25000,16567.75,31-60 DPD,38,1,Yes,0.0
ACC-10268,2025-09,Alberta,Credit Card,Near-Prime,R. Osei,12000,3491.51,1-30 DPD,25,5,Yes,1487.86
ACC-10269,2025-09,Alberta,Personal Loan,Subprime,M. Singh,15000,5005.98,Current,0,0,No,0.0
ACC-10270,2026-08,Ontario,Credit Card,Near-Prime,K. Brar,20000,8367.78,31-60 DPD,31,4,Yes,0.0
ACC-10271,2026-07,Alberta,Credit Card,Prime,M. Singh,8000,6072.2,Current,0,0,No,0.0
ACC-10272,2025-11,Quebec,Auto Loan,Subprime,K. Brar,15000,12085.61,1-30 DPD,11,1,No,10997.78
ACC-10273,2025-11,Alberta,Personal Loan,Subprime,R. Osei,20000,14762.26,Current,0,0,No,0.0
ACC-10274,2026-02,Quebec,Personal Loan,Near-Prime,R. Osei,5000,3881.27,Current,0,0,No,0.0
ACC-10275,2026-02,Ontario,Credit Card,Prime,L. Fontaine,3000,1010.34,Current,0,0,No,0.0
ACC-10276,2026-03,Atlantic,Credit Card,Prime,L. Fontaine,15000,11821.66,Current,0,0,No,0.0
ACC-10277,2026-06,Ontario,Personal Loan,Prime,M. Singh,20000,18618.8,Current,0,0,No,0.0
ACC-10278,2025-09,Ontario,Credit Card,Prime,M. Singh,12000,5661.35,Current,0,0,No,0.0
ACC-10279,2026-06,Quebec,Personal Loan,Near-Prime,J. Tremblay,8000,2800.29,Current,0,0,No,0.0
ACC-10280,2025-11,Atlantic,Personal Loan,Near-Prime,L. Fontaine,12000,5685.74,Current,0,0,No,0.0
ACC-10281,2026-02,Atlantic,Personal Loan,Near-Prime,M. Singh,8000,3809.7,Current,0,0,No,0.0
ACC-10282,2026-07,Alberta,Line of Credit,Near-Prime,M. Singh,8000,5101.15,90+ DPD,112,2,No,0.0
ACC-10283,2026-06,Atlantic,Auto Loan,Near-Prime,R. Osei,25000,10988.35,Current,0,0,No,0.0
ACC-10284,2026-05,Quebec,Credit Card,Near-Prime,M. Singh,3000,1404.49,Current,0,0,No,0.0
ACC-10285,2026-06,British Columbia,Personal Loan,Near-Prime,J. Tremblay,12000,4073.87,1-30 DPD,7,2,Yes,1833.59
ACC-10286,2025-09,Ontario,Personal Loan,Prime,K. Brar,8000,2821.98,Current,0,2,No,0.0
ACC-10287,2026-02,Alberta,Line of Credit,Near-Prime,K. Brar,15000,6060.71,61-90 DPD,74,5,No,0.0
ACC-10288,2026-07,Alberta,Personal Loan,Near-Prime,R. Osei,8000,6734.94,Current,0,0,No,0.0
ACC-10289,2026-07,Quebec,Personal Loan,Near-Prime,J. Tremblay,8000,3445.71,Current,0,0,No,0.0
ACC-10290,2025-11,Ontario,Auto Loan,Prime,J. Tremblay,5000,3629.31,Current,0,0,No,0.0
ACC-10291,2025-10,Ontario,Personal Loan,Subprime,K. Brar,15000,7685.11,61-90 DPD,80,2,No,0.0
ACC-10292,2026-05,Quebec,Personal Loan,Subprime,K. Brar,8000,6935.76,1-30 DPD,23,4,No,3987.45
ACC-10293,2026-08,Quebec,Personal Loan,Subprime,L. Fontaine,15000,3139.14,61-90 DPD,85,4,No,0.0
ACC-10294,2025-10,Quebec,Credit Card,Near-Prime,K. Brar,15000,9778.35,Current,0,0,No,0.0
ACC-10295,2026-08,Ontario,Credit Card,Near-Prime,R. Osei,5000,1884.85,Current,0,0,No,0.0
ACC-10296,2026-08,Ontario,Personal Loan,Prime,L. Fontaine,5000,4705.3,Current,0,0,No,0.0
ACC-10297,2025-09,British Columbia,Line of Credit,Near-Prime,R. Osei,12000,6154.91,Current,0,0,No,0.0
ACC-10298,2026-03,Quebec,Personal Loan,Near-Prime,K. Brar,12000,8998.17,Current,0,0,No,0.0
ACC-10299,2025-09,Ontario,Line of Credit,Near-Prime,M. Singh,8000,6858.01,Current,0,0,No,0.0
ACC-10300,2026-05,Ontario,Line of Credit,Prime,R. Osei,12000,9038.75,Current,0,1,No,0.0
ACC-10301,2025-11,Alberta,Personal Loan,Subprime,J. Tremblay,5000,2632.08,31-60 DPD,45,1,No,0.0
ACC-10302,2026-04,Ontario,Personal Loan,Prime,L. Fontaine,8000,7097.56,1-30 DPD,25,5,No,2477.07
ACC-10303,2026-06,Quebec,Credit Card,Near-Prime,J. Tremblay,8000,7232.3,Current,0,0,No,0.0
ACC-10304,2026-04,Alberta,Credit Card,Subprime,A. Chen,3000,1494.75,1-30 DPD,8,5,Yes,1194.7
ACC-10305,2026-03,British Columbia,Auto Loan,Subprime,L. Fontaine,15000,12335.84,31-60 DPD,56,3,Yes,0.0
ACC-10306,2026-08,Ontario,Auto Loan,Near-Prime,K. Brar,5000,3923.7,Current,0,0,No,0.0
ACC-10307,2025-09,Quebec,Personal Loan,Near-Prime,R. Osei,15000,11250.5,Current,0,0,No,0.0
ACC-10308,2026-01,Atlantic,Credit Card,Subprime,A. Chen,8000,6213.1,1-30 DPD,4,1,No,0.0
ACC-10309,2026-08,Atlantic,Credit Card,Near-Prime,M. Singh,12000,7219.12,Current,0,0,No,0.0
ACC-10310,2026-02,Ontario,Line of Credit,Subprime,K. Brar,12000,5132.44,1-30 DPD,24,6,Yes,5128.46
ACC-10311,2025-09,British Columbia,Credit Card,Near-Prime,M. Singh,3000,2245.85,90+ DPD,111,4,No,1875.39
ACC-10312,2026-01,British Columbia,Personal Loan,Subprime,R. Osei,3000,745.59,31-60 DPD,55,3,No,0.0
ACC-10313,2026-07,Alberta,Auto Loan,Near-Prime,M. Singh,5000,2939.94,Current,0,0,No,0.0
ACC-10314,2026-07,Alberta,Auto Loan,Prime,L. Fontaine,12000,6426.96,Current,0,1,No,0.0
ACC-10315,2026-02,Atlantic,Credit Card,Subprime,A. Chen,12000,4818.41,Current,0,0,No,0.0
ACC-10316,2025-09,Quebec,Personal Loan,Near-Prime,J. Tremblay,3000,2039.33,1-30 DPD,20,0,No,1259.3
ACC-10317,2025-10,British Columbia,Line of Credit,Near-Prime,J. Tremblay,8000,3840.47,Current,0,1,No,0.0
ACC-10318,2026-06,Quebec,Auto Loan,Prime,L. Fontaine,15000,10416.76,Current,0,2,No,0.0
ACC-10319,2026-05,Ontario,Line of Credit,Prime,R. Osei,15000,10257.72,1-30 DPD,10,4,Yes,6203.62
ACC-10320,2025-10,British Columbia,Line of Credit,Near-Prime,K. Brar,3000,1227.83,Current,0,0,No,0.0
ACC-10321,2026-01,Ontario,Line of Credit,Near-Prime,J. Tremblay,8000,1648.75,90+ DPD,130,2,No,0.0
ACC-10322,2025-12,Ontario,Credit Card,Near-Prime,J. Tremblay,8000,6606.92,Current,0,0,No,0.0
ACC-10323,2026-08,Ontario,Line of Credit,Prime,L. Fontaine,8000,3211.1,Current,0,0,No,0.0
ACC-10324,2026-03,Alberta,Auto Loan,Prime,R. Osei,3000,1796.19,Current,0,0,No,0.0
ACC-10325,2025-10,Alberta,Personal Loan,Near-Prime,M. Singh,8000,6440.66,Current,0,1,No,0.0
ACC-10326,2026-06,Quebec,Credit Card,Subprime,A. Chen,15000,9271.58,Current,0,1,No,0.0
ACC-10327,2026-03,Quebec,Credit Card,Near-Prime,A. Chen,20000,16646.17,31-60 DPD,60,6,No,0.0
ACC-10328,2025-11,British Columbia,Personal Loan,Prime,L. Fontaine,20000,8376.89,Current,0,1,No,0.0
ACC-10329,2025-11,Atlantic,Line of Credit,Near-Prime,L. Fontaine,3000,1769.25,90+ DPD,166,5,No,0.0
ACC-10330,2025-09,Ontario,Personal Loan,Near-Prime,K. Brar,12000,9452.07,Current,0,0,No,0.0
ACC-10331,2026-07,Quebec,Auto Loan,Prime,A. Chen,5000,2447.25,Current,0,0,No,0.0
ACC-10332,2026-03,Ontario,Line of Credit,Subprime,K. Brar,8000,5542.87,31-60 DPD,47,6,Yes,0.0
ACC-10333,2025-12,British Columbia,Auto Loan,Prime,J. Tremblay,8000,6835.51,Current,0,2,No,0.0
ACC-10334,2026-05,British Columbia,Personal Loan,Prime,J. Tremblay,15000,13493.08,Current,0,0,No,0.0
ACC-10335,2025-09,Quebec,Personal Loan,Prime,R. Osei,15000,9925.45,Current,0,1,No,0.0
ACC-10336,2026-02,Atlantic,Auto Loan,Subprime,L. Fontaine,3000,1451.46,Current,0,0,No,0.0
ACC-10337,2026-08,Ontario,Auto Loan,Subprime,M. Singh,12000,5067.42,31-60 DPD,54,5,Yes,0.0
ACC-10338,2025-11,British Columbia,Credit Card,Prime,J. Tremblay,25000,12588.9,Current,0,1,No,0.0
ACC-10339,2025-12,Atlantic,Auto Loan,Near-Prime,J. Tremblay,5000,2035.88,Current,0,0,No,0.0
ACC-10340,2025-11,British Columbia,Personal Loan,Subprime,L. Fontaine,8000,4848.99,Current,0,0,No,0.0
ACC-10341,2025-11,British Columbia,Credit Card,Prime,M. Singh,5000,1680.72,Current,0,0,No,0.0
ACC-10342,2025-10,Ontario,Credit Card,Subprime,M. Singh,15000,6138.0,90+ DPD,177,2,No,0.0
ACC-10343,2025-09,Quebec,Line of Credit,Near-Prime,J. Tremblay,3000,2230.2,Current,0,1,No,0.0
ACC-10344,2026-07,British Columbia,Credit Card,Near-Prime,A. Chen,8000,6211.6,Current,0,0,No,0.0
ACC-10345,2026-04,Atlantic,Credit Card,Near-Prime,L. Fontaine,8000,4099.33,Current,0,0,No,0.0
ACC-10346,2026-01,Alberta,Credit Card,Prime,K. Brar,3000,2812.11,Current,0,0,No,0.0
ACC-10347,2026-07,Ontario,Credit Card,Near-Prime,A. Chen,12000,4405.47,Current,0,0,No,0.0
ACC-10348,2026-05,Quebec,Personal Loan,Near-Prime,K. Brar,5000,4041.67,Current,0,0,No,0.0
ACC-10349,2026-04,Ontario,Personal Loan,Near-Prime,A. Chen,12000,7252.11,31-60 DPD,55,4,No,0.0
ACC-10350,2026-02,Ontario,Personal Loan,Near-Prime,A. Chen,15000,6281.06,Current,0,0,No,0.0
ACC-10351,2025-11,Quebec,Credit Card,Prime,K. Brar,8000,5931.84,Current,0,0,No,0.0
ACC-10352,2026-07,Quebec,Credit Card,Prime,K. Brar,5000,4656.24,Current,0,0,No,0.0
ACC-10353,2026-07,British Columbia,Personal Loan,Near-Prime,J. Tremblay,3000,2252.0,Current,0,0,No,0.0
ACC-10354,2025-09,Ontario,Credit Card,Subprime,M. Singh,15000,10875.3,90+ DPD,122,4,No,0.0
ACC-10355,2025-10,Ontario,Line of Credit,Prime,J. Tremblay,8000,3603.18,Current,0,0,No,0.0
ACC-10356,2026-08,British Columbia,Line of Credit,Prime,K. Brar,15000,5999.85,31-60 DPD,55,1,No,5079.92
ACC-10357,2026-08,Quebec,Line of Credit,Subprime,K. Brar,3000,2684.37,Current,0,0,No,0.0
ACC-10358,2026-04,Alberta,Auto Loan,Near-Prime,A. Chen,5000,2384.0,Current,0,0,No,0.0
ACC-10359,2026-02,Atlantic,Line of Credit,Prime,J. Tremblay,5000,2931.86,Current,0,0,No,0.0
ACC-10360,2026-08,Ontario,Credit Card,Prime,K. Brar,25000,14969.33,Current,0,0,No,0.0
ACC-10361,2025-12,Ontario,Personal Loan,Prime,M. Singh,12000,6854.11,Current,0,0,No,0.0
ACC-10362,2026-06,Ontario,Auto Loan,Near-Prime,A. Chen,15000,12348.4,Current,0,0,No,0.0
ACC-10363,2026-01,Ontario,Auto Loan,Prime,M. Singh,5000,1810.16,1-30 DPD,17,3,Yes,1270.31
ACC-10364,2026-06,Ontario,Credit Card,Prime,L. Fontaine,15000,8377.42,Current,0,1,No,0.0
ACC-10365,2026-07,Ontario,Credit Card,Prime,L. Fontaine,5000,1907.86,1-30 DPD,24,1,No,639.88
ACC-10366,2026-08,Ontario,Personal Loan,Prime,L. Fontaine,15000,11593.41,Current,0,0,No,0.0
ACC-10367,2026-07,British Columbia,Auto Loan,Subprime,K. Brar,12000,4652.66,31-60 DPD,55,3,No,2672.2
ACC-10368,2025-12,Ontario,Credit Card,Prime,K. Brar,5000,1861.2,Current,0,0,No,0.0
ACC-10369,2025-10,Alberta,Credit Card,Subprime,J. Tremblay,12000,8719.81,Current,0,0,No,0.0
ACC-10370,2026-06,Ontario,Personal Loan,Subprime,J. Tremblay,3000,2267.02,1-30 DPD,10,4,Yes,0.0
ACC-10371,2026-03,Quebec,Auto Loan,Near-Prime,A. Chen,8000,2323.38,31-60 DPD,31,2,No,1462.95
ACC-10372,2026-04,Ontario,Credit Card,Prime,K. Brar,15000,5094.82,Current,0,0,No,0.0
ACC-10373,2025-09,Ontario,Line of Credit,Near-Prime,R. Osei,5000,3013.76,61-90 DPD,62,4,No,0.0
ACC-10374,2026-02,British Columbia,Credit Card,Near-Prime,M. Singh,5000,3779.5,Current,0,0,No,0.0
ACC-10375,2026-08,Atlantic,Personal Loan,Prime,A. Chen,20000,14095.52,Current,0,1,No,0.0
ACC-10376,2026-07,Quebec,Credit Card,Prime,R. Osei,8000,6588.73,Current,0,0,No,0.0
ACC-10377,2026-06,Alberta,Credit Card,Near-Prime,J. Tremblay,12000,10150.6,Current,0,0,No,0.0
ACC-10378,2025-12,Alberta,Line of Credit,Near-Prime,L. Fontaine,3000,2490.55,61-90 DPD,89,6,No,0.0
ACC-10379,2026-08,British Columbia,Credit Card,Prime,L. Fontaine,8000,5858.29,Current,0,0,No,0.0
ACC-10380,2026-08,Ontario,Personal Loan,Near-Prime,J. Tremblay,20000,7344.64,Current,0,0,No,0.0
ACC-10381,2025-09,British Columbia,Credit Card,Near-Prime,R. Osei,3000,1189.02,Current,0,0,No,0.0
ACC-10382,2026-02,Alberta,Line of Credit,Near-Prime,J. Tremblay,12000,7499.94,1-30 DPD,2,2,Yes,2757.36
ACC-10383,2025-12,Atlantic,Auto Loan,Prime,K. Brar,3000,2484.32,Current,0,0,No,0.0
ACC-10384,2025-11,Ontario,Auto Loan,Near-Prime,K. Brar,20000,15600.58,Current,0,0,No,0.0
ACC-10385,2026-02,Ontario,Auto Loan,Subprime,J. Tremblay,15000,4959.72,1-30 DPD,11,0,No,3026.04
ACC-10386,2025-11,Alberta,Personal Loan,Near-Prime,J. Tremblay,12000,8167.4,Current,0,0,No,0.0
ACC-10387,2026-07,Ontario,Personal Loan,Near-Prime,R. Osei,12000,9996.53,Current,0,0,No,0.0
ACC-10388,2026-08,Quebec,Credit Card,Near-Prime,L. Fontaine,12000,3539.78,61-90 DPD,87,5,No,0.0
ACC-10389,2026-05,Atlantic,Auto Loan,Prime,K. Brar,5000,2484.81,Current,0,1,No,0.0
ACC-10390,2026-03,Atlantic,Credit Card,Subprime,M. Singh,8000,7028.2,1-30 DPD,11,1,Yes,4597.51
ACC-10391,2026-04,British Columbia,Line of Credit,Near-Prime,L. Fontaine,8000,5294.27,1-30 DPD,27,2,No,0.0
ACC-10392,2025-10,British Columbia,Line of Credit,Prime,A. Chen,5000,2598.77,Current,0,0,No,0.0
ACC-10393,2025-12,Ontario,Personal Loan,Near-Prime,A. Chen,12000,8242.79,Current,0,1,No,0.0
ACC-10394,2026-05,Ontario,Credit Card,Near-Prime,M. Singh,8000,3940.89,Current,0,0,No,0.0
ACC-10395,2026-06,Ontario,Auto Loan,Near-Prime,J. Tremblay,12000,7519.43,Current,0,0,No,0.0
ACC-10396,2026-01,Ontario,Credit Card,Subprime,J. Tremblay,15000,11115.29,Current,0,0,No,0.0
ACC-10397,2026-02,Atlantic,Auto Loan,Prime,L. Fontaine,15000,8620.9,Current,0,1,No,0.0
ACC-10398,2026-05,Alberta,Personal Loan,Prime,J. Tremblay,25000,9905.86,1-30 DPD,29,2,No,3350.12
ACC-10399,2026-06,Alberta,Auto Loan,Subprime,K. Brar,20000,8592.35,Current,0,0,No,0.0
ACC-10400,2026-05,Quebec,Personal Loan,Near-Prime,M. Singh,15000,4642.03,Current,0,0,No,0.0
ACC-10401,2026-06,Alberta,Personal Loan,Near-Prime,J. Tremblay,3000,1016.19,Current,0,0,No,0.0
ACC-10402,2026-03,British Columbia,Auto Loan,Near-Prime,M. Singh,8000,3249.51,Current,0,0,No,0.0
ACC-10403,2025-11,Ontario,Auto Loan,Subprime,L. Fontaine,8000,2413.83,1-30 DPD,26,1,No,1693.8
ACC-10404,2026-03,Alberta,Auto Loan,Subprime,K. Brar,3000,1261.29,Current,0,0,No,0.0
ACC-10405,2025-09,British Columbia,Personal Loan,Near-Prime,R. Osei,12000,4925.12,Current,0,0,No,0.0
ACC-10406,2026-02,Ontario,Auto Loan,Prime,A. Chen,5000,4584.19,Current,0,0,No,0.0
ACC-10407,2026-08,Ontario,Auto Loan,Prime,M. Singh,12000,6804.15,Current,0,0,No,0.0
ACC-10408,2025-11,Ontario,Personal Loan,Subprime,A. Chen,3000,1262.26,31-60 DPD,54,2,No,1083.35
ACC-10409,2026-05,Quebec,Auto Loan,Prime,J. Tremblay,3000,2545.32,Current,0,0,No,0.0
ACC-10410,2025-11,British Columbia,Line of Credit,Near-Prime,K. Brar,5000,3797.05,31-60 DPD,54,4,No,0.0
ACC-10411,2026-02,Ontario,Credit Card,Near-Prime,M. Singh,12000,7652.97,Current,0,1,No,0.0
ACC-10412,2026-02,British Columbia,Auto Loan,Near-Prime,L. Fontaine,3000,1459.08,90+ DPD,115,5,No,0.0
ACC-10413,2025-11,Ontario,Credit Card,Prime,R. Osei,12000,8953.79,1-30 DPD,7,4,No,0.0
ACC-10414,2026-08,Quebec,Personal Loan,Prime,K. Brar,20000,9746.4,Current,0,0,No,0.0
ACC-10415,2025-10,Quebec,Personal Loan,Prime,L. Fontaine,3000,727.89,1-30 DPD,3,0,Yes,0.0
ACC-10416,2026-08,Ontario,Personal Loan,Prime,A. Chen,5000,3411.3,Current,0,0,No,0.0
ACC-10417,2025-09,British Columbia,Credit Card,Subprime,A. Chen,15000,6105.05,Current,0,0,No,0.0
ACC-10418,2026-06,Alberta,Auto Loan,Near-Prime,A. Chen,12000,10086.02,Current,0,0,No,0.0
ACC-10419,2025-12,British Columbia,Credit Card,Prime,A. Chen,5000,3465.73,Current,0,0,No,0.0
ACC-10420,2025-11,Alberta,Auto Loan,Prime,M. Singh,20000,15191.2,Current,0,0,No,0.0
ACC-10421,2026-06,Alberta,Line of Credit,Subprime,K. Brar,20000,7728.06,Current,0,0,No,0.0
ACC-10422,2026-06,Ontario,Personal Loan,Prime,L. Fontaine,5000,3125.19,Current,0,0,No,0.0
ACC-10423,2026-08,Ontario,Credit Card,Near-Prime,J. Tremblay,8000,7478.12,Current,0,0,No,0.0
ACC-10424,2025-10,Atlantic,Auto Loan,Prime,R. Osei,20000,6708.06,Current,0,0,No,0.0
ACC-10425,2026-06,Atlantic,Auto Loan,Near-Prime,J. Tremblay,5000,2171.39,Current,0,0,No,0.0
ACC-10426,2026-04,British Columbia,Auto Loan,Prime,J. Tremblay,5000,4083.94,Current,0,0,No,0.0
ACC-10427,2025-11,British Columbia,Personal Loan,Near-Prime,R. Osei,25000,9349.45,90+ DPD,141,7,No,0.0
ACC-10428,2026-07,Atlantic,Credit Card,Near-Prime,A. Chen,3000,1133.91,Current,0,0,No,0.0
ACC-10429,2026-02,Alberta,Line of Credit,Prime,L. Fontaine,8000,6309.49,Current,0,2,No,0.0
ACC-10430,2026-02,Alberta,Personal Loan,Prime,A. Chen,12000,10409.74,Current,0,0,No,0.0
ACC-10431,2026-03,Ontario,Credit Card,Prime,R. Osei,5000,4218.44,Current,0,0,No,0.0
ACC-10432,2026-01,Ontario,Credit Card,Near-Prime,A. Chen,5000,1368.9,90+ DPD,137,7,No,0.0
ACC-10433,2025-11,Ontario,Line of Credit,Prime,M. Singh,12000,10335.18,Current,0,0,No,0.0
ACC-10434,2025-10,Atlantic,Credit Card,Prime,L. Fontaine,20000,10643.5,Current,0,0,No,0.0
ACC-10435,2026-05,Quebec,Auto Loan,Prime,K. Brar,3000,2816.34,Current,0,0,No,0.0
ACC-10436,2026-01,Ontario,Credit Card,Near-Prime,L. Fontaine,8000,5232.98,90+ DPD,140,3,No,0.0
ACC-10437,2025-11,Ontario,Credit Card,Subprime,A. Chen,8000,3462.06,Current,0,0,No,0.0
ACC-10438,2025-10,Ontario,Personal Loan,Prime,J. Tremblay,8000,3025.89,Current,0,0,No,0.0
ACC-10439,2025-10,British Columbia,Line of Credit,Prime,A. Chen,15000,11754.28,Current,0,0,No,0.0
ACC-10440,2026-03,Ontario,Credit Card,Prime,J. Tremblay,25000,11960.73,Current,0,0,No,0.0
ACC-10441,2026-06,Ontario,Auto Loan,Near-Prime,A. Chen,8000,1655.5,61-90 DPD,82,7,No,0.0
ACC-10442,2026-08,Alberta,Personal Loan,Subprime,K. Brar,8000,3489.05,1-30 DPD,6,1,Yes,1635.72
ACC-10443,2026-02,Ontario,Personal Loan,Near-Prime,A. Chen,5000,2155.55,61-90 DPD,79,3,No,0.0
ACC-10444,2026-03,Ontario,Personal Loan,Near-Prime,L. Fontaine,20000,6916.96,Current,0,1,No,0.0
ACC-10445,2026-01,Alberta,Auto Loan,Near-Prime,K. Brar,5000,2689.98,1-30 DPD,29,1,No,0.0
ACC-10446,2025-10,Ontario,Credit Card,Near-Prime,J. Tremblay,12000,6667.9,Current,0,0,No,0.0
ACC-10447,2026-08,Ontario,Credit Card,Near-Prime,M. Singh,5000,3321.77,61-90 DPD,80,2,No,0.0
ACC-10448,2026-06,Ontario,Line of Credit,Subprime,K. Brar,25000,11863.81,31-60 DPD,53,3,No,0.0
ACC-10449,2026-05,British Columbia,Auto Loan,Prime,R. Osei,5000,3923.58,Current,0,1,No,0.0
ACC-10450,2026-03,Atlantic,Credit Card,Near-Prime,K. Brar,5000,3850.34,61-90 DPD,90,3,No,0.0
ACC-10451,2026-08,British Columbia,Credit Card,Subprime,A. Chen,8000,4839.01,Current,0,1,No,0.0
ACC-10452,2026-06,Ontario,Line of Credit,Prime,A. Chen,12000,4034.78,Current,0,0,No,0.0
ACC-10453,2025-09,Ontario,Auto Loan,Prime,K. Brar,8000,7136.3,Current,0,0,No,0.0
ACC-10454,2025-10,Quebec,Personal Loan,Prime,A. Chen,5000,1840.77,1-30 DPD,11,2,No,0.0
ACC-10455,2025-12,Ontario,Credit Card,Subprime,A. Chen,8000,4842.21,61-90 DPD,84,2,No,0.0
ACC-10456,2026-08,Alberta,Personal Loan,Prime,M. Singh,8000,6712.8,Current,0,0,No,0.0
ACC-10457,2025-11,Alberta,Auto Loan,Subprime,J. Tremblay,15000,12772.6,Current,0,0,No,0.0
ACC-10458,2026-02,Alberta,Line of Credit,Subprime,L. Fontaine,15000,4999.82,Current,0,0,No,0.0
ACC-10459,2025-12,British Columbia,Auto Loan,Near-Prime,K. Brar,8000,6296.72,Current,0,0,No,0.0
ACC-10460,2025-11,Ontario,Personal Loan,Near-Prime,M. Singh,3000,1887.62,61-90 DPD,71,7,No,0.0
ACC-10461,2026-08,Ontario,Personal Loan,Subprime,K. Brar,12000,7442.11,61-90 DPD,74,7,Yes,0.0
ACC-10462,2025-11,Ontario,Credit Card,Prime,L. Fontaine,5000,4326.36,Current,0,0,No,0.0
ACC-10463,2026-01,British Columbia,Credit Card,Subprime,R. Osei,5000,1491.91,31-60 DPD,45,6,No,724.41
ACC-10464,2025-09,Ontario,Personal Loan,Near-Prime,M. Singh,3000,1785.27,61-90 DPD,61,3,No,0.0
ACC-10465,2025-11,British Columbia,Line of Credit,Prime,A. Chen,15000,4741.46,Current,0,0,No,0.0
ACC-10466,2025-12,Ontario,Personal Loan,Prime,J. Tremblay,8000,6426.98,Current,0,0,No,0.0
ACC-10467,2025-10,Quebec,Line of Credit,Near-Prime,M. Singh,5000,4403.57,Current,0,0,No,0.0
